comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location
Lost wallet reported,Closed,Lost Property,5700 S. Maryland Ave. (CCD),10/7/25 6:35 PM to 6:40 PM,,2025-10-07 18:54:00-05:00,2025-10-07,Fall,25-01290,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
Person misplaced bicycle somewhere on campus / Unsure of location,Closed,Lost Property,1100 E. 57th St. (Regenstein Library),10/7/25 3:00 PM to 6:10 PM,,2025-10-07 18:21:00-05:00,2025-10-07,Fall,25-01289,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254]
An unauthorized person was officially notified they were trespassing,Closed,Information,5807 S. Woodlawn Ave. (Booth School),10/7/25 12:14 PM,Damage to UC Vehicle,2025-10-07 12:15:00-05:00,2025-10-07,Fall,25-01288,"5807 S Woodlawn Ave, Chicago, Il, 60637",[ 41.78945965 -87.5963329 ]
A subject struck a UCM staff member and was arrested by UCPD / Charged with felony,Arrest,Battery,5656 S. Maryland Ave. (UCMED,10/7/25 8:42 AM,,2025-10-07 08:42:00-05:00,2025-10-07,Fall,25-01287,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
A subject spit on a UCM staff member / Victim declined to prosecute,Ex. Cleared,Battery,5656 S. Maryland Ave. (UCMED,10/7/25 6:45 AM,,2025-10-07 06:45:00-05:00,2025-10-07,Fall,25-01286,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
Suspect arrested for striking another person off-campus / Suspect resisted arrest by UCPD officer,Arrest,Battery,1554 E. 55th St. (Parking Lot),10/7/25 1:34 AM,,2025-10-07 01:34:00-05:00,2025-10-07,Fall,25-01285,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
A threat to a patient by a known person was documented,Closed,Information,5721 S. Maryland Ave. (Comer Hospital),10/6/25 11:50 PM,,2025-10-07 00:29:00-05:00,2025-10-07,Fall,25-01284,"5721 S Maryland Ave, Chicago, Il, 60637",[ 41.79028249 -87.60486169]
An underage individual became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,1156 E. 61st St. (S. Woodlawn Ave. R.C.),10/6/25 11:06 PM,,2025-10-06 23:09:00-05:00,2025-10-06,Fall,25-01283,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ]
Secured electric bicycle taken from bike rack,Open,Theft,1111 E. 60th St. (Law School Bike Rack),10/3/25 to 10/6/25 6:00 PM to 8:30 AM,,2025-10-06 20:59:00-05:00,2025-10-06,Fall,25-01276,"1111 E 60th St, Chicago, Il, 60637",[ 41.78589703 -87.59887484]
A secured electric scooter taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Library),10/5/25 5:25 PM to 8:00 PM,,2025-10-06 16:50:00-05:00,2025-10-06,Fall,25-01282,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254]
An unknown subject took a secured electric scooter from the bike rack,Open,Theft,924 E. 57th St. (BSLC),10/6/25 1:22 PM,,2025-10-06 13:24:00-05:00,2025-10-06,Fall,25-01281,"924 E 57th St, Chicago, Il, 60637",[ 41.79143109 -87.60311062]
Fire alarm triggered due to faulty fire sprinkler in ceiling,Closed,Fire Alarm,1155 E. 57th St. (Quad Club),10/6/25 1:02 PM,,2025-10-06 13:02:00-05:00,2025-10-06,Fall,25-01280,"1155 E 57th St, Chicago, Il, 60637",[ 41.79137186 -87.59784005]
Fire alarm pulled by staff member / CFS responded / Smoke in the building due to a ceiling fan malfunction,Closed,Fire Alarm,5721 S. Maryland Ave. (Comer Hospital),10/6/25 11:00 AM,,2025-10-06 11:19:00-05:00,2025-10-06,Fall,25-01279,"5721 S Maryland Ave, Chicago, Il, 60637",[ 41.79028249 -87.60486169]
A person took merchandise from the off-campus store without paying / Suspect located and arrested by UCPD officers,Arrest,Theft,1554 E. 55th St. (Walgreens),10/6/25 10:44 AM,,2025-10-06 10:45:00-05:00,2025-10-06,Fall,25-01278,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
Window shattered and construction equipment taken from van parked on the street,Open,Theft,1131 E. 57th St. (Public Way),10/6/25 6:00 AM to 10:35 AM,,2025-10-06 10:39:00-05:00,2025-10-06,Fall,25-01277,"1131 E 57th St, Chicago, Il, 60637",[ 41.79136831 -87.59832779]
A sick person was transported to UCMED by CFD EMS,Closed,Medical Call,6031 S. Ellis Ave. (Granville-Grossman RH),10/6/25 8:29 AM,,2025-10-06 08:29:00-05:00,2025-10-06,Fall,25-01275,"6031 S Ellis Ave, Chicago, Il, 60637",[ 41.78535247 -87.60110174]
A subject took a parcel from the front porch of an off-campus residence and was arrested by UCPD officer / Suspect also had an active warrant,Arrest,Theft,S. Drexel Ave. between E. 50th St. and E. 51st St. (Residential Porch),10/5/25 8:38 PM,,2025-10-05 20:44:00-05:00,2025-10-05,Fall,25-01274,"5020 South Drexel Avenue, Chicago, Il 60615",[ 41.802097  -87.6039139]
A subject unlawfully entered a vehicle parked on the street off-campus / Suspect detained by UCPD officers / Owner declined to press charges,Ex. Cleared,Trespass to Vehicle,5300 S. Kenwood Ave. (Public Way),10/5/25 7:25 PM,,2025-10-05 19:25:00-05:00,2025-10-05,Fall,25-01273,"5300 South Kenwood Avenue, Chicago, Il 60615",[ 41.799484  -87.5925496]
A person in need of medical attention transported to UCMED by CFD EMS,Closed,Medical Call,5500 S. University Ave. (Campus North R.H.),10/5/25 12:33 PM,,2025-10-05 12:33:00-05:00,2025-10-05,Fall,25-01272,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ]
A person in need of medical attention transported to UCMED,Closed,Medical Call,5630 S. University Ave. (Max Palevsky RH),10/5/25 2:40 AM,,2025-10-05 02:40:00-05:00,2025-10-05,Fall,25-01271,"5630 S University Ave, Chicago, Il, 60637",[ 41.79266737 -87.59818173]
A sick person was transported to UCMED by CFD EMS,Closed,Medical Call,5431 S. Woodlawn Ave. (Public Way),10/5/25 12:58 AM,,2025-10-05 00:59:00-05:00,2025-10-05,Fall,25-01270,"5431 S Woodlawn Ave, Chicago, Il, 60615",[ 41.79694366 -87.59651036]
Unknown subject took and bag from rear porch of off-campus building / CPD case,CPD,Information / Theft,S. Kimbark Ave. between E. 53rd St. and E. 54th St.,10/4/25 5:00 PM to 6:00 PM,,2025-10-04 23:14:00-05:00,2025-10-04,Fall,2025-052755,"5320 South Kimbark Avenue, Chicago, Il 60615-6160",[ 41.7988018 -87.5953313]
A person walking on the sidewalk off-campus was struck on the eye by a paintball fired from a passing vehicle / Victim transported to UCMED by CFD EMS / CPD case,CPD,Information / Aggravated Battery,5500 S. Lake Park Ave. (Public Way),10/4/25 10:20 PM,,2025-10-04 22:23:00-05:00,2025-10-04,Fall,2025-052747,"5500 S Lake Park Ave, Chicago, Il, 60637",[ 41.79498333 -87.5876429 ]
"A vehicle was reported stolen from 5460 S. Ingleside and later recovered, unoccupied, by UCPD at 5312 S. Maryland",Closed,Motor Vehicle Theft / Recovery,5462 S. Ingleside Ave. (Public Way),10/4/25 6:30 to 7:00 PM,,2025-10-04 19:06:00-05:00,2025-10-04,Fall,25-01269,"5462 S Ingleside Ave, Chicago, Il, 60615",[ 41.79615363 -87.60282899]
A person in need of medical attention was transported to UCMED by CFD EMS,Closed,Medical Call,1156 E. 61st St. (S. Woodlawn Ave. R.C.),10/4/25 6:05 PM,,2025-10-04 18:05:00-05:00,2025-10-04,Fall,25-01268,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ]
Unknown subject took bicycle from off-campus garage / Referred to CPD,Referred,Information / Theft,S. Blackstone Ave. between E. 56th St. and E. 57th St.,10/4/25 1:40 AM,,2025-10-04 17:19:00-05:00,2025-10-04,Fall,2025-052684,"5620 South Blackstone Avenue, Chicago, Il 60637-1828",[ 41.7926306 -87.5906713]
Unknown subject broke into a vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Criminal Damage to Vehicle,4937 S. Woodlawn Ave. (Public Way),10/3/25 to 10/4/25 9:00 AM to 10:00 AM,,2025-10-04 14:10:00-05:00,2025-10-04,Fall,2025-052647,"4937 S Woodlawn Ave, Chicago, Il, 60615",[ 41.80531785 -87.59667811]
A motorist was slightly injured when another vehicle struck their vehicle in traffic and fled the scene,Open,Traffic Crash / Personal Injury / Hit and Run,850 E. 61st St. (Public Way),10/4/25 12:15 PM,,2025-10-04 13:49:00-05:00,2025-10-04,Fall,25-01267,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
"A vehicle was stolen from 5032 S. East End and later recovered, unattended, by UCPD",Open,Motor Vehicle Theft / Recovery,1438 E. 59th St. (Public Way),10/3/25 to 10/4/25 11:00 PM to 8:45 AM,,2025-10-04 10:02:00-05:00,2025-10-04,Fall,25-01265,"1438 E 59th St, Chicago, Il, 60637",[ 41.78792183 -87.590495  ]
UCPD officers assisted CPD by attempting to detain subjects wanted for criminal damage to a vehicle / CPD case JJ397559,CPD,Assist Other Agency,5300 S. Blackstone Ave. (Public Way),10/4/25 9:18 AM,,2025-10-04 09:18:00-05:00,2025-10-04,Fall,25-01264,"5300 S Blackstone Ave, Chicago, Il, 60615",[ 41.79947058 -87.59051287]
A person became ill after consuming alcoholic beverages and was transported to UCMED by CFD EMS,Referred,Liquor Law Violation,5500 S. University Ave. (Campus North RH),10/4/25 4:00 AM,,2025-10-04 04:03:00-05:00,2025-10-04,Fall,25-01263,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ]
A person in need of medical attention was transported to UCMED by CFD EMS,Closed,Medical Call,1330 E. 53rd St.,10/4/25 1:18 AM,,2025-10-04 01:18:00-05:00,2025-10-04,Fall,25-01262,"1330 E 53rd St, Chicago, Il, 60615",[ 41.7995424  -87.59371997]
Cell phone found and returned to owner,Closed,Found Property,1520 E. 57th St. (Metra),10/3/25 11:57 PM,,2025-10-03 23:57:00-05:00,2025-10-03,Fall,25-01261,"1520 E 57th St, Chicago, Il, 60637",[ 41.79160345 -87.58822006]
Secured bicycle taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Bike Rack),10/3/25 11:00 AM to 8:00 PM,,2025-10-03 21:41:00-05:00,2025-10-03,Fall,25-01259,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254]
Ventra card found and turned over to UCPD for safekeeping,Closed,Found Property,5500 S. Hyde Park Blvd. (Public Way),10/3/25 8:30 PM,,2025-10-03 20:30:00-05:00,2025-10-03,Fall,25-01258,"5500 S Hyde Park Blvd, Chicago, Il, 60637",[ 41.79516893 -87.58402435]
Secured bicycle taken from bike rack,Open,Theft,5800 S. Greenwood Ave. (Main Quad Bike Rack),10/3/25 3:00 PM to 7:00 PM,,2025-10-03 19:47:00-05:00,2025-10-03,Fall,25-01257,"5800 South Greenwood Avenue, Chicago, Il 60637",[ 41.794205  -87.5996903]
iPad taken from victim's apartment off-campus / Referred to CPD,Referred,Information / Theft,5200 S. Blackstone Ave.,10/3/25 3:00 PM to 5:00 PM,,2025-10-03 19:04:00-05:00,2025-10-03,Fall,2025-052436,"5200 S Blackstone Ave, Chicago, Il, 60615",[ 41.80093758 -87.59054887]
A vehicle parked on the street was struck by another vehicle that fled the scene,Open,Traffic Crash / Property Damage / Hit and Run,1435 E. Midway Plaisance (Public Way),10/3/25 11:20 AM to 3:15 PM,,2025-10-03 15:25:00-05:00,2025-10-03,Fall,25-01256,"1435 East Midway Plaisance, Chicago, Il 60637",[ 41.7872049 -87.5990833]
Secured electric scooter taken from bike rack,Open,Theft,5500 S. University Ave. (Campus North RH Bike Rack),10/1/25 to 10/3/25 8:30 PM to 9:00 AM,,2025-10-03 13:38:00-05:00,2025-10-03,Fall,25-01254,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ]
An unknown subject was believed to take merchandise from the off-campus store / UCPD officer detained a suspect who was later released,Closed,Information,1554 E. 55th St. (Walgreens),10/3/25 12:59 PM,Credit Card Fraud,2025-10-03 12:59:00-05:00,2025-10-03,Fall,25-01255,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
2015 Hyundai Sonata secured and parked on the street was taken by an unknown subject,Open,Motor Vehicle Theft,935 E. 60th St. (Public Way),10/3/25 12:52 PM,,2025-10-03 12:52:00-05:00,2025-10-03,Fall,25-01253,"935 E 60th St, Chicago, Il, 60637",[ 41.78584846 -87.60303291]
A person injured his ankle playing soccer / Transported to student Health Center by UCPD officer,Closed,Injured Person,6034 S. Kimbark Ave. (South Campus Field),10/2/25 10:30 PM,,2025-10-03 11:00:00-05:00,2025-10-03,Fall,25-01252,"6034 South Kimbark Avenue, Chicago, Il 60637",[ 41.7846346 -87.5954901]
A person found a wallet and turned it over to UCPD / UCPD located owner and returned the wallet,Closed,Found Property,5400 S. Ellis Ave. (Coleman Park),10/3/25 7:22 AM,,2025-10-03 07:22:00-05:00,2025-10-03,Fall,2025-052306,"5400 S Ellis Ave, Chicago, Il, 60615",[ 41.7978782  -87.60134522]
An underage person became il after consuming alcoholic beverages / Transported to UCMED by CFD EMS,Referred,Liquor Law Violation,1005 E. 60th St. (Burton-Judson RH),10/3/25 12:41 AM,,2025-10-03 00:41:00-05:00,2025-10-03,Fall,25-01251,"1005 E 60th St, Chicago, Il, 60637",[ 41.78587286 -87.60103446]
"UCPD officer arrested a motorist for multiple traffic violations, plus fleeing and eluding police / Felony charges applied",Arrest,Traffic Violation Arrest,5900 S. Cottage Grove Ave. (Public Way),10/3/25 12:00 AM,,2025-10-03 00:02:00-05:00,2025-10-03,Fall,25-01250,"5900 S Cottage Grove Ave, Chicago, Il, 60637",[ 41.78581946 -87.6061124 ]
"Apple watch taken from unattended, unsecured gym bag",Open,Theft,5530 S. Ellis Ave. (Ratner A.C.),10/2/25 8:00 PM to 9:00 PM,,2025-10-02 22:23:00-05:00,2025-10-02,Fall,25-01249,"5530 S Ellis Ave, Chicago, Il, 60637",[ 41.79444356 -87.60144801]
Cell phone lost in Uber vehicle,Closed,Lost Property,1156 E. 61st St. (Public Way),10/2/25 12:30 PM,,2025-10-02 20:54:00-05:00,2025-10-02,Fall,25-01248,"1156 E 61st St, Chicago, Il, 60637",[ 41.78420791 -87.5974474 ]
A plastic replica handgun was found in bushes and turned over to UCPD,Closed,Found Property,5247 S. University Ave.,10/2/25 5:47 PM,,2025-10-02 17:47:00-05:00,2025-10-02,Fall,25-01247,"5247 S University Ave, Chicago, Il, 60615",[ 41.80021516 -87.59811774]
A secured electric scooter was taken from the bike rack,Open,Theft,5747 S. Ellis Ave. (Jones Lab Bike Rack),10/2/25 12:20 PM to 5:00 PM,,2025-10-02 17:04:00-05:00,2025-10-02,Fall,25-01246,"5747 S Ellis Ave, Chicago, Il, 60637",[ 41.79051653 -87.60120377]
A backpack was found and inventoried at UCPD for safekeeping,Closed,Found Property,1554 E. 55th St. (Walgreens),10/2/25 2:09 PM,,2025-10-02 14:09:00-05:00,2025-10-02,Fall,25-01245,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/2/25 1:50 PM,,2025-10-02 13:53:00-05:00,2025-10-02,Fall,2025-052120,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
A person tripped and fell going down exterior stairs of the building / Transported to UCMED by CFD EMS,Closed,Accidental Injury,1155 E. 60th St. (IMSI),10/2/25 12:05 PM,,2025-10-02 12:06:00-05:00,2025-10-02,Fall,25-01243,"1155 E 60th St, Chicago, Il, 60637",[ 41.78590886 -87.59786693]
Rental lease fraud reported / Referred to CPD,Referred,Information / Deceptive Practice / Fraud,850 E. 61st St. (UCPD HQ),9/3/25 12:05 PM,,2025-10-02 10:14:00-05:00,2025-10-02,Fall,2025-052084,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
A licensed patient arrived with a firearm in their backpack / Weapon held by UCPD for safekeeping,Closed,Information,5656 S. Maryland Ave. (UCMED),10/2/25 8:20 AM,,2025-10-02 08:20:00-05:00,2025-10-02,Fall,25-01241,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
A person was transported to UCMED for evaluation,Closed,Medical Transport,5458 S. University Ave. (Public Way),10/2/25 7:56 AM,,2025-10-02 07:57:00-05:00,2025-10-02,Fall,25-01242,"5458 S University Ave, Chicago, Il, 60615",[ 41.79712425 -87.59820265]
An unknown subject entered an off-campus residence and took property / Suspect fled when confronted by resident / CPD case JJ436381,CPD,Information / Burglary,E. 56th St. between S. Blackstone Ave. and S. Harper Ave.,10/2/25 5:00 AM,,2025-10-02 05:19:00-05:00,2025-10-02,Fall,2025-052046,"1447 E 56th St, Chicago, Il 60637",[ 41.7931689 -87.5898003]
A disorderly person was causing a disturbance / Peace restored,Closed,Information,5656 S. Maryland Ave. (UCMED),10/2/25 12:55 AM,Armed Robbery,2025-10-02 00:56:00-05:00,2025-10-02,Fall,25-01240,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
Street stop documented,Closed,Information,5200 S. University Ave. (Public Way),10/1/25 11:52 PM,,2025-10-01 23:52:00-05:00,2025-10-01,Fall,25-01239,"5200 S University Ave, Chicago, Il, 60615",[ 41.80084822 -87.59828525]
"5-6 suspects, one armed with a handgun, took property from a person walking on the sidewalk off-campus / CPD case",CPD,Information / Armed Robbery,5437 S. Greenwood Ave. (Public Way),10/1/25 10:05 PM,,2025-10-01 22:16:00-05:00,2025-10-01,Fall,2025-051976,"5437 S Greenwood Ave, Chicago, Il, 60615",[ 41.79748713 -87.59962169]
Three unknown suspects forcibly took property from a victim walking on the sidewalk off-campus before fleeing on foot / CPD case JJ436001,CPD,Information / Robbery,5213 S. Dorchester Ave. (Public Way),10/1/25 5:50 PM,,2025-10-01 18:00:00-05:00,2025-10-01,Fall,2025-051909,"5213 S Dorchester Ave, Chicago, Il, 60615",[ 41.8007559  -87.59173904]
Credit and debit cards found on the sidewalk were turned over to UCPD for safekeeping,Closed,Found Property,1124 E. 53rd St. (Public Way),10/1/25 9:40 AM,,2025-10-01 17:40:00-05:00,2025-10-01,Fall,25-01238,"1124 E 53rd St, Chicago, Il, 60615",[ 41.79948745 -87.59939285]
An unknown subject inappropriately touched a victim while seated on a CTA bus / CPD case JJ435956,CPD,Information / Sexual Abuse,1128 E. 55th St. (CTA Bus),10/1/25 12:00 AM,,2025-10-01 15:30:00-05:00,2025-10-01,Fall,2025-051889,"1128 E 55th St, Chicago, Il, 60615",[ 41.79510108 -87.59875568]
Girlfriend slapped and used pepper spray on her boyfriend / Suspect located and arrested by UCPD,Arrest,Domestic Battery,5238 S. Harper Ave. (Harper Theater),10/1/25 3:15 PM,,2025-10-01 15:17:00-05:00,2025-10-01,Fall,25-01237,"5238 S Harper Ave, Chicago, Il, 60615",[ 41.80014806 -87.58917502]
A subject verbally threatened a UCM staff member,Open,Assault,5700 S. Maryland Ave. (CCD),10/1/25 2:40 PM,,2025-10-01 14:55:00-05:00,2025-10-01,Fall,25-01236,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
Secured electric scooter taken from building handrail,Open,Theft,1118 E. 58th St. (Eckhart Hall),10/1/25 9:20 AM to 12:30 PM,,2025-10-01 13:48:00-05:00,2025-10-01,Fall,25-01235,"1118 E 58th St, Chicago, Il, 60637",[ 41.78967746 -87.59703754]
Electric scooter secured to city street pole taken,Open,Theft,1127 E. 59th St. (Public Way),10/1/25 9:25 AM to 10:25 AM,,2025-10-01 10:43:00-05:00,2025-10-01,Fall,25-01233,"1127 W 59th St, Chicago, Il, 60621",[ 41.78685281 -87.65290792]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),10/1/25 8:35 AM,,2025-10-01 08:37:00-05:00,2025-10-01,Fall,2025-051820,"1554 W 55th St, Chicago, Il, 60609",[ 41.79409491 -87.66382574]
A person was transported to UCMED by CFD EMS for evaluation,Closed,Medical Transport,5100 S. Dorchester Ave. (Public Way),9/30/25 10:22 PM,,2025-09-30 22:22:00-05:00,2025-09-30,Fall,25-01231,"5100 S Dorchester Ave, Chicago, Il, 60615",[ 41.8023602  -87.59192673]
A juvenile reported missing from Indiana was found and turned over to DCFS and family,Closed,Found Person,6200 S. Kimbark Ave. (Huckleberry Park),9/30/25 7:49 PM,,2025-09-30 19:52:00-05:00,2025-09-30,Fall,25-01232,"6200 S Kimbark Ave, Chicago, Il, 60637",[ 41.78229881 -87.59476116]
